Indicativo;parámetro;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
4121;Q4;83;75;67;66;63;51;44;48;59;73;82;85;63
4121;Max;86;80;71;70;68;60;49;53;66;75;85;89;66
4121;Mn;80;70;61;61;55;46;40;42;55;67;77;81;61
4121;Md;78;71;61;59;55;46;40;43;54;67;76;81;61
4121;S;5.27;4.62;5.87;6.75;7.44;6.13;4.32;4.64;5.45;5.77;5.26;3.93;2.67
4121;Cv;0.07;0.07;0.10;0.11;0.14;0.13;0.11;0.11;0.10;0.09;0.07;0.05;0.04
5402;N;23;24;25;25;24;25;24;24;26;24;22;23;18
5402;Min;61;60;50;48;40;35;27;29;43;52;55;65;56
5402;Q1;71;64;58;54;49;42;39;39;46;57;68;74;58
5402;Q2;75;68;61;57;54;46;41;43;50;65;72;77;60
5402;Q3;78;72;66;63;58;49;45;46;54;71;77;80;62
5402;Q4;81;78;72;67;61;53;46;48;56;73;79;84;64
5402;Max;87;80;75;72;67;67;52;58;63;76;80;88;66
5402;Mn;77;71;63;61;56;48;43;44;52;67;75;78;62
5402;Md;76;71;64;60;55;48;42;44;52;66;73;79;61
5402;S;6.25;6.33;7.11;6.43;7.24;7.01;5.91;6.20;5.46;7.35;6.91;5.94;3.10
5402;Cv;0.08;0.09;0.11;0.11;0.13;0.15;0.14;0.14;0.11;0.11;0.09;0.08;0.05
8096;N;28;27;28;28;28;25;26;28;29;28;27;28;19
8096;Min;56;58;49;49;40;37;32;35;47;53;53;66;51
8096;Q1;69;62;54;56;51;40;37;39;49;61;67;70;58
8096;Q2;71;65;58;58;54;45;39;44;53;64;73;74;60
8096;Q3;75;68;60;60;57;49;42;46;56;70;76;78;61
8096;Q4;79;73;64;66;61;53;47;50;59;73;79;82;63
8096;Max;84;79;74;73;73;64;50;55;63;81;88;86;64
8096;Mn;73;67;59;59;56;48;40;45;55;68;74;77;60
8096;Md;73;67;60;60;56;48;41;45;55;67;73;76;60
8096;S;6.87;5.66;6.17;5.69;7.11;7.59;5.43;5.37;5.07;7.38;7.44;5.71;3.07
8096;Cv;0.09;0.08;0.10;0.09;0.13;0.16;0.13;0.12;0.09;0.11;0.10;0.07;0.05
1014;N;28;28;29;29;30;30;30;30;30;29;30;30;24
1014;Min;62;64;58;58;65;68;69;67;68;67;69;59;71
1014;Q1;71;67;67;69;69;70;71;72;72;69;73;71;72
1014;Q2;75;72;70;71;70;71;73;75;74;74;75;76;73
1014;Q3;76;73;72;73;72;73;74;76;76;76;78;77;74
1014;Q4;78;76;73;74;75;76;78;78;76;80;80;79;75
1014;Max;87;84;78;80;77;81;81;81;79;84;82;83;76
1014;Mn;75;72;71;71;72;72;74;75;75;76;77;76;74
1014;Md;75;72;71;71;72;73;74;75;75;75;76;75;74
1014;S;4.48;4.92;4.41;4.36;3.06;3.13;2.97;3.12;2.37;5.00;3.68;5.42;1.41
1014;Cv;0.06;0.07;0.06;0.06;0.04;0.04;0.04;0.04;0.03;0.07;0.05;0.07;0.02
1024E;N;30;29;30;29;29;29;30;30;30;30;29;29;27
1024E;Min;64;65;61;63;72;77;74;75;72;62;68;56;73
1024E;Q1;71;69;68;74;75;79;80;80;77;70;72;70;76
1024E;Q2;73;73;73;76;78;81;83;82;78;74;74;74;77
1024E;Q3;77;75;76;78;79;82;84;84;79;77;78;76;78
1024E;Q4;79;79;79;81;82;84;86;85;81;80;80;79;79
